relative_path	sha256	bytes	ihdr_width	ihdr_height	bit_depth	color_type	compression	filter	interlace	case_id	locale	viewport	project	census
production-desktop-chromium/PR-PX-STRUCTURAL-COMPACT-KO-ko-430x720.png	b3ae36f0c1afa8ced4a15f6bea2d98cb0bff16e5f9819229296c2977bf2a9fc4	55458	430	720	8	2	0	0	0	PR-PX-STRUCTURAL-COMPACT-KO	ko	430x720	production-desktop-chromium	structural
production-desktop-chromium/PR-PX-STRUCTURAL-ULTRA-EN-en-667x320.png	3ca2a5fd89d2f07631e42658e5e4abd6b47bff4a327a31374869296eba7c3e7b	27310	667	320	8	2	0	0	0	PR-PX-STRUCTURAL-ULTRA-EN	en	667x320	production-desktop-chromium	structural
production-desktop-chromium/PR-PX-STRUCTURAL-ULTRA-KO-ko-667x320.png	0ca9fba31f21e152cf0cc2d4bf7154e659d66ab3582adb03fdf35b9ffdaac058	23366	667	320	8	2	0	0	0	PR-PX-STRUCTURAL-ULTRA-KO	ko	667x320	production-desktop-chromium	structural
production-mobile-chromium/PR-PX-CITY-LIST-EN-en-390x844.png	ecf9dd952df046a17882b38438393fb39c50290d0fc448257340c22062b69039	80700	390	844	8	2	0	0	0	PR-PX-CITY-LIST-EN	en	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-CITY-MAP-EN-en-390x844.png	cbda2c6422ee39851b6c5a2c58f467731fb101f92a2e478b302b066bfcafdd2c	101353	390	844	8	2	0	0	0	PR-PX-CITY-MAP-EN	en	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-CITY-MAP-KO-ko-390x844.png	0013f24d553b34b999e08c7c5a7b636fc4f271831ee00c71d4e13db0b34a05f8	96692	390	844	8	2	0	0	0	PR-PX-CITY-MAP-KO	ko	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-DIRECTIONS-EN-en-390x844.png	36d9815131ed63737425cd6f301282aa7fb51b20f1bc15347faaf545b2fe8129	65835	390	844	8	2	0	0	0	PR-PX-DIRECTIONS-EN	en	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-FIRST-RUN-EN-en-390x844.png	73807037429d9d75158b304f77751781273fe0b0d0c0ff2e1376dcb98ddafdcd	53391	390	844	8	2	0	0	0	PR-PX-FIRST-RUN-EN	en	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-FIRST-RUN-KO-ko-390x844.png	970075a8ac3b2bdffd68331b3c1fe0eec3832b5aa3de80040ac70b2d78ae7dd5	47272	390	844	8	2	0	0	0	PR-PX-FIRST-RUN-KO	ko	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-HISTORY-RETURN-EN-en-390x844.png	bf1a3b1e21945769fe9ec884c7ff6d7175bf61c33d9576b07fb7f2957ca747a5	39846	390	844	8	2	0	0	0	PR-PX-HISTORY-RETURN-EN	en	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-LOCATION-DENIED-EN-en-390x844.png	fed7d4d9865560959d0efceaec3a510d808576d6f35f78cecbb165d5dbd41a79	101177	390	844	8	2	0	0	0	PR-PX-LOCATION-DENIED-EN	en	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-LOCATION-READY-KO-ko-390x844.png	5fc18a0d09a10a011ca657f727fbf4254bd72b8d85917e469ca5226d5969e79c	94885	390	844	8	2	0	0	0	PR-PX-LOCATION-READY-KO	ko	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-NATION-EN-en-390x844.png	a5d2fbceb19f793bbdee005ffe4d010e4a662b2494c4fc08511eff8151aa1cdd	79825	390	844	8	2	0	0	0	PR-PX-NATION-EN	en	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-OFFLINE-FALLBACK-KO-ko-390x844.png	81779c865cf60fd06901bed5661d54b50f015bd907919e4452de1c1a635db1ad	76369	390	844	8	2	0	0	0	PR-PX-OFFLINE-FALLBACK-KO	ko	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-PLACE-DETAIL-KO-ko-390x844.png	a5a13e4afec23c10c0d4c2483e0755e567efe202a0bd7a911bf709393731520a	62506	390	844	8	2	0	0	0	PR-PX-PLACE-DETAIL-KO	ko	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-PLACE-PEEK-EN-en-390x844.png	c8b5c5c0c3aa8b8f6d277100637ca59a1abb4a8794c912e8cedf0878f6bb9cbe	64802	390	844	8	2	0	0	0	PR-PX-PLACE-PEEK-EN	en	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-PRIVATE-NOTE-EN-en-390x844.png	1aaf621a0736aa6a69a5009842221108f5a46f4ec23125471af1164917a2b746	46938	390	844	8	2	0	0	0	PR-PX-PRIVATE-NOTE-EN	en	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-RESET-CONFIRM-KO-ko-390x844.png	9b73987ebbd9c2efd0ba42e83466c567488ed96913613fcf20d58bae739bc2f1	59247	390	844	8	2	0	0	0	PR-PX-RESET-CONFIRM-KO	ko	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-SAVED-EMPTY-EN-en-390x844.png	5474ceb805df59742cc758c82d690bb85aeac2a02d2effdd0ea82abd31a5371d	30056	390	844	8	2	0	0	0	PR-PX-SAVED-EMPTY-EN	en	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-SAVED-PLACE-KO-ko-390x844.png	084697896e7b751103404af2de800d67929533cdb81f1262a0feb88a9b50ea02	36982	390	844	8	2	0	0	0	PR-PX-SAVED-PLACE-KO	ko	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-SEARCH-EMPTY-KO-ko-390x844.png	7fd282c1a6fa6222924605c540a874adfdb1ec9c87b02b568a38eb4831c2e8b4	34137	390	844	8	2	0	0	0	PR-PX-SEARCH-EMPTY-KO	ko	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-SEARCH-EN-en-390x844.png	5ae0e3332ba290a44e007192032876321f90bdce190623d4c477642f171c8fd4	40742	390	844	8	2	0	0	0	PR-PX-SEARCH-EN	en	390x844	production-mobile-chromium	core
production-mobile-chromium/PR-PX-SETTINGS-EN-en-390x844.png	62adc2b3baa292f668cbfe7af4aa40cd4e97057da0f66db461ec0421efa3237e	56126	390	844	8	2	0	0	0	PR-PX-SETTINGS-EN	en	390x844	production-mobile-chromium	core
